demo_id,user_id,employer_id,attended_demo,demo_date,first_name,last_name,email,country_x,signup_date,logins_last_30_days,messages_sent,profile_completed,company_name,industry,country_y,days_since_signup,engagement_score
174,2466,439,True,2025-03-15,Dana,Harrison,salinasjessica@example.com,Colombia,2024-10-04,7,1,True,"""Williams"," Hubbard and Gates""","Finance,Uruguay",162,3.4000000000000004
175,141,1042,True,2025-03-15,Kimberly,Osborne,xlevine@example.org,Ecuador,2025-03-19,0,43,False,"""Murphy"," Combs and Ward""","Healthcare,Kenya",-4,25.8
176,4543,409,True,2025-03-15,Carol,Berry,dgonzalez@example.net,Peru,2024-11-28,6,49,True,Miller-Sullivan,Finance,South Africa,107,31.799999999999997
177,1453,950,True,2025-03-15,Laura,Meza,melindavargas@example.com,Mexico,2025-03-18,11,29,True,Simon-Crawford,Finance,Ecuador,-3,21.799999999999997
178,302,377,True,2025-03-15,Stacey,Clark,patrick09@example.com,Nigeria,2025-03-17,12,9,False,Duncan PLC,Education,Chile,-2,10.2
179,1072,1074,True,2025-03-15,Mike,Johnson,lfernandez@example.net,Uruguay,2025-03-17,4,50,False,"""Sweeney"," Hall and Hill""","Tech,Paraguay",-2,31.6
180,3061,818,True,2025-03-15,Monique,Brown,hollowayheather@example.org,Ecuador,2025-03-10,7,2,False,Ferguson-Mason,Education,Paraguay,5,4.0
181,468,447,True,2025-03-15,Deborah,Sullivan,bonillajill@example.net,Ecuador,2025-03-22,13,44,True,"""Mays"," Castillo and Esparza""","Tech,Argentina",-7,31.599999999999998
182,348,811,True,2025-03-15,Denise,Wright,krystalmccullough@example.org,France,2025-03-22,8,35,True,Martin PLC,Finance,Brazil,-7,24.2
183,2444,127,True,2025-03-15,Dustin,Barajas,znewton@example.org,Ecuador,2024-12-02,5,31,True,Brown LLC,Education,Italy,103,20.599999999999998
184,4454,669,True,2025-03-15,Curtis,Rodriguez,jenniferballard@example.net,Bolivia,2024-12-07,7,45,True,"""Harris"," Smith and Rose""","Finance,Portugal",98,29.8
185,2383,821,True,2025-03-15,Diana,Miller,rodriguezmichelle@example.org,Peru,2025-01-02,5,30,True,Mcneil LLC,Education,Italy,72,20.0
186,2135,721,True,2025-03-15,Tammy,Johnson,denise73@example.net,Venezuela,2025-02-12,8,44,False,"""Mcpherson"," Brewer and Walker""","Education,Argentina",31,29.599999999999998
187,2642,808,True,2025-03-15,Matthew,Gilbert,davenportandrea@example.com,Uruguay,2024-11-03,15,15,False,Colon PLC,Tech,Brazil,132,15.0
188,2924,385,True,2025-03-15,William,Gray,nicole47@example.org,Venezuela,2025-01-01,15,31,False,"""Ward"," Scott and Vargas""","Finance,Chile",73,24.599999999999998
189,479,944,True,2025-03-15,Amanda,Mcmillan,davismonica@example.org,Turkey,2025-03-22,1,36,True,Barnes-Tran,Healthcare,Argentina,-7,21.999999999999996
190,1916,557,True,2025-03-15,Nicole,Frank,aliciawoodward@example.com,Ecuador,2024-12-27,6,42,True,"""Nelson"," Diaz and White""","Healthcare,Brazil",78,27.6
191,48,969,True,2025-03-15,Allen,Smith,samantha35@example.org,Mexico,2025-03-21,1,27,True,Myers-Reed,Finance,Argentina,-6,16.599999999999998
192,2397,152,True,2025-03-15,Austin,Davis,parkermichael@example.org,Paraguay,2025-01-13,10,27,True,"""Smith"," Jones and Johnson""","Healthcare,Venezuela",61,20.2
193,1073,417,True,2025-03-15,Jessica,Barker,peter83@example.net,Mexico,2025-03-22,0,33,False,Wong-Daniels,Tech,Spain,-7,19.8
194,398,938,True,2025-03-15,Jeff,Webster,brittney17@example.org,Uruguay,2025-03-21,14,26,False,"""Wallace"," Nguyen and Palmer""","Tech,Colombia",-6,21.2
195,3568,100,True,2025-03-15,Joshua,Johnson,andersoncolton@example.net,Bolivia,2024-10-21,3,18,True,Rios Ltd,Healthcare,Portugal,145,12.0
196,1264,653,True,2025-03-15,Lauren,Cuevas,berryamy@example.org,Mexico,2025-03-21,8,31,True,Diaz-Johnson,Tech,Venezuela,-6,21.799999999999997
197,1813,455,True,2025-03-15,Cynthia,Price,lynchchristopher@example.net,Ecuador,2024-10-13,15,0,True,Brown-Johnston,Tech,USA,153,6.0
198,437,433,True,2025-03-15,Sarah,Ellis,sancheztimothy@example.com,India,2025-03-18,0,42,False,Davis Inc,Finance,Turkey,-3,25.2
199,2978,811,True,2025-03-15,Robert,Stokes,richard72@example.net,Mexico,2024-12-10,0,34,False,Martin PLC,Finance,Brazil,95,20.4
200,2491,1156,True,2025-03-15,Denise,Alvarez,lewismeghan@example.com,Spain,2024-10-24,5,30,False,"""Stokes"," Henderson and Mercado""","Education,Paraguay",142,20.0
